audit_unit_sequence,audit_unit_id,audit_priority,evidence_route,profile_count,markets,normalized_source_domain,profile_keys,titles,addresses,observed_categories,source_website_urls,source_phones,direct_profile_evidence_urls,official_site_search_urls,profile_search_urls,decision_boundary
218,eligibility_review_block:52fd2bfc8c173032,3,phone_and_profile_singleton,1,LA_CA_L,,google:cid:3964067785989222189,Workforce Resource & Management Group,"5150 CA-1, Long Beach, CA 90804",Consultant,,+1562-497-0861,https://www.google.com/maps?cid=3964067785989222189,,https://www.google.com/search?q=%22Workforce+Resource+%26+Management+Group%22+%225150+CA-1%2C+Long+Beach%2C+CA+90804%22+%22%2B1562-497-0861%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
219,eligibility_review_block:0afc4d33c90a61aa,3,phone_and_profile_singleton,1,LA_CA_L,,google:cid:5546745703059237379,Yang Bao Bin MD,"149 N 6th St, Montebello, CA 90640",Cardiologist,,+1323-721-5121,https://www.google.com/maps?cid=5546745703059237379,,https://www.google.com/search?q=%22Yang+Bao+Bin+MD%22+%22149+N+6th+St%2C+Montebello%2C+CA+90640%22+%22%2B1323-721-5121%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
220,eligibility_review_block:572d91b4219ccbc8,3,phone_and_profile_singleton,1,Macon_GA_M,,google:cid:4691704608957327781,Jasmine Edwards,"205 Tom Hill Sr Blvd Ste B, Macon, GA 31210",Medical clinic,,+1478-654-3111,https://www.google.com/maps?cid=4691704608957327781,,https://www.google.com/search?q=%22Jasmine+Edwards%22+%22205+Tom+Hill+Sr+Blvd+Ste+B%2C+Macon%2C+GA+31210%22+%22%2B1478-654-3111%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
221,eligibility_review_block:a5567b94b567a125,3,phone_and_profile_singleton,1,NYC_NY_L,,google:cid:1196111142762645885,3D Imaging Inc,"1560 Broadway, New York, NY 10036",Medical diagnostic imaging center,,+1212-354-6444,https://www.google.com/maps?cid=1196111142762645885,,https://www.google.com/search?q=%223D+Imaging+Inc%22+%221560+Broadway%2C+New+York%2C+NY+10036%22+%22%2B1212-354-6444%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
222,eligibility_review_block:e845dea1783fca37,3,phone_and_profile_singleton,1,NYC_NY_L,,google:cid:15322627160932991390,AV Sleep Company,"635 Madison Ave Fl 19, New York, NY 10022",Sleep clinic,,+1631-352-0856,https://www.google.com/maps?cid=15322627160932991390,,https://www.google.com/search?q=%22AV+Sleep+Company%22+%22635+Madison+Ave+Fl+19%2C+New+York%2C+NY+10022%22+%22%2B1631-352-0856%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
223,eligibility_review_block:42983d00b3e73cf7,3,phone_and_profile_singleton,1,NYC_NY_L,,google:cid:36045056295983553,Akpinar Bill B,"61-10 Marathon Pkwy, Flushing, NY 11362",Acupuncturist,,+1718-428-2780,https://www.google.com/maps?cid=36045056295983553,,https://www.google.com/search?q=%22Akpinar+Bill+B%22+%2261-10+Marathon+Pkwy%2C+Flushing%2C+NY+11362%22+%22%2B1718-428-2780%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
224,eligibility_review_block:c0f721ea7ea7da6f,3,phone_and_profile_singleton,1,NYC_NY_L,,google:cid:8627939193481494640,Art Investment Consultancy,"851 5th Ave, New York, NY 10065",Art gallery,,+1212-734-0000,https://www.google.com/maps?cid=8627939193481494640,,https://www.google.com/search?q=%22Art+Investment+Consultancy%22+%22851+5th+Ave%2C+New+York%2C+NY+10065%22+%22%2B1212-734-0000%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
225,eligibility_review_block:f4c2797be5d8fc40,3,phone_and_profile_singleton,1,NYC_NY_L,,google:cid:6263446382272302887,Brooklyn Medcare,"445 Kings Hwy Fl 2, Brooklyn, NY 11223",Medical Center,,+1718-645-0300,https://www.google.com/maps?cid=6263446382272302887,,https://www.google.com/search?q=%22Brooklyn+Medcare%22+%22445+Kings+Hwy+Fl+2%2C+Brooklyn%2C+NY+11223%22+%22%2B1718-645-0300%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
226,eligibility_review_block:c63ebf933de2b9bd,3,phone_and_profile_singleton,1,NYC_NY_L,,google:cid:3053711292195176961,"Deborah M. Swiderski, MD","111 E 210th St, Bronx, NY 10467",Internist,,+1718-920-5521,https://www.google.com/maps?cid=3053711292195176961,,https://www.google.com/search?q=%22Deborah+M.+Swiderski%2C+MD%22+%22111+E+210th+St%2C+Bronx%2C+NY+10467%22+%22%2B1718-920-5521%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
227,eligibility_review_block:fc0f10fd44195313,3,phone_and_profile_singleton,1,NYC_NY_L,,google:cid:8516860510085333250,Dr. Caroline Nup,"2 Allen St, New York, NY 10002",Medical clinic,,+1212-226-3250,https://www.google.com/maps?cid=8516860510085333250,,https://www.google.com/search?q=%22Dr.+Caroline+Nup%22+%222+Allen+St%2C+New+York%2C+NY+10002%22+%22%2B1212-226-3250%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
228,eligibility_review_block:c0f6f340fed7ebb3,3,phone_and_profile_singleton,1,NYC_NY_L,,google:cid:9953255016073954045,Dr. Frank Lo,"80 Broad St, New York, NY 10004",Physical therapist,,+1212-493-4999,https://www.google.com/maps?cid=9953255016073954045,,https://www.google.com/search?q=%22Dr.+Frank+Lo%22+%2280+Broad+St%2C+New+York%2C+NY+10004%22+%22%2B1212-493-4999%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
229,eligibility_review_block:5378e85b3823826e,3,phone_and_profile_singleton,1,NYC_NY_L,,google:cid:12624793362500748108,Dr. Luzmarina Coffey,"220 13th St, Brooklyn, NY 11215",Medical clinic,,+1718-832-5980,https://www.google.com/maps?cid=12624793362500748108,,https://www.google.com/search?q=%22Dr.+Luzmarina+Coffey%22+%22220+13th+St%2C+Brooklyn%2C+NY+11215%22+%22%2B1718-832-5980%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
230,eligibility_review_block:11411dee260641f8,3,phone_and_profile_singleton,1,NYC_NY_L,,google:cid:15164199505872784181,Dr. Michael Devito,"6 E 45th St Rm 1200, New York, NY 10017",Medical clinic,,+1212-302-4132,https://www.google.com/maps?cid=15164199505872784181,,https://www.google.com/search?q=%22Dr.+Michael+Devito%22+%226+E+45th+St+Rm+1200%2C+New+York%2C+NY+10017%22+%22%2B1212-302-4132%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
231,eligibility_review_block:9c5051e5fa7e4f07,3,phone_and_profile_singleton,1,NYC_NY_L,,google:cid:15310307393337248434,Dr. Michael Yeung,"217 Grand St #801, New York, NY 10013",Medical clinic,,+1212-680-0573,https://www.google.com/maps?cid=15310307393337248434,,https://www.google.com/search?q=%22Dr.+Michael+Yeung%22+%22217+Grand+St+%23801%2C+New+York%2C+NY+10013%22+%22%2B1212-680-0573%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
232,eligibility_review_block:9b6841e82e39baad,3,phone_and_profile_singleton,1,NYC_NY_L,,google:cid:6451845079583961423,Dr. Opal Goodridge,"462 1st Ave, New York, NY 10016",Medical clinic,,+1212-562-8780,https://www.google.com/maps?cid=6451845079583961423,,https://www.google.com/search?q=%22Dr.+Opal+Goodridge%22+%22462+1st+Ave%2C+New+York%2C+NY+10016%22+%22%2B1212-562-8780%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
233,eligibility_review_block:77df7f5ce749b192,3,phone_and_profile_singleton,1,NYC_NY_L,,google:cid:6164055533882993300,Dr. Rakesh Khilwani,"2279 Hempstead Tpke, East Meadow, NY 11554",Medical clinic,,+1516-489-1199,https://www.google.com/maps?cid=6164055533882993300,,https://www.google.com/search?q=%22Dr.+Rakesh+Khilwani%22+%222279+Hempstead+Tpke%2C+East+Meadow%2C+NY+11554%22+%22%2B1516-489-1199%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
234,eligibility_review_block:379795e9694f4fb1,3,phone_and_profile_singleton,1,NYC_NY_L,,google:cid:6881627921830420633,Dr. Siamak Rambod,"72-21 Vleigh Pl, Kew Gardens Hills, NY 11367",Medical clinic,,+1718-268-3384,https://www.google.com/maps?cid=6881627921830420633,,https://www.google.com/search?q=%22Dr.+Siamak+Rambod%22+%2272-21+Vleigh+Pl%2C+Kew+Gardens+Hills%2C+NY+11367%22+%22%2B1718-268-3384%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
235,eligibility_review_block:ba4933a300c220b8,3,phone_and_profile_singleton,1,NYC_NY_L,,google:cid:5725267993414120448,El Nuevo San Juan Health Center- Urban Health Plan,"1065 Southern Blvd #8, Bronx, NY 10459",Medical clinic,,+1718-589-2440,https://www.google.com/maps?cid=5725267993414120448,,https://www.google.com/search?q=%22El+Nuevo+San+Juan+Health+Center-+Urban+Health+Plan%22+%221065+Southern+Blvd+%238%2C+Bronx%2C+NY+10459%22+%22%2B1718-589-2440%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
236,eligibility_review_block:5af3333a907bedb1,3,phone_and_profile_singleton,1,NYC_NY_L,,google:cid:10257469848042679318,James Bradley,"110 E 59th St, New York, NY 10022",Plastic surgeon,,+1516-927-1500,https://www.google.com/maps?cid=10257469848042679318,,https://www.google.com/search?q=%22James+Bradley%22+%22110+E+59th+St%2C+New+York%2C+NY+10022%22+%22%2B1516-927-1500%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
237,eligibility_review_block:f04795ccc9044ba1,3,phone_and_profile_singleton,1,NYC_NY_L,,google:cid:8712220723097576755,John Spina Dpm,"2015 Bath Ave, Brooklyn, NY 11214",Podiatrist,,+1718-313-0065,https://www.google.com/maps?cid=8712220723097576755,,https://www.google.com/search?q=%22John+Spina+Dpm%22+%222015+Bath+Ave%2C+Brooklyn%2C+NY+11214%22+%22%2B1718-313-0065%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
238,eligibility_review_block:62a7a4967b652f2a,3,phone_and_profile_singleton,1,NYC_NY_L,,google:cid:10487271695260862641,New York City Publishers,"305 Madison Ave #449, New York, NY 10017",Medical clinic,,+1212-697-0939,https://www.google.com/maps?cid=10487271695260862641,,https://www.google.com/search?q=%22New+York+City+Publishers%22+%22305+Madison+Ave+%23449%2C+New+York%2C+NY+10017%22+%22%2B1212-697-0939%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
239,eligibility_review_block:7c7ee287e64f0031,3,phone_and_profile_singleton,1,NYC_NY_L,,google:cid:2981445453940694204,Park Avenue Neurology & Sleep,"737 Park Ave Apt 1C, New York, NY 10021",Medical clinic,,+1212-288-6060,https://www.google.com/maps?cid=2981445453940694204,,https://www.google.com/search?q=%22Park+Avenue+Neurology+%26+Sleep%22+%22737+Park+Ave+Apt+1C%2C+New+York%2C+NY+10021%22+%22%2B1212-288-6060%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
240,eligibility_review_block:732e0898d029cc8f,3,phone_and_profile_singleton,1,NYC_NY_L,,google:cid:9802149004801648262,Richter & Co Inc,"450 Park Ave, New York, NY 10022",Bank,,+1212-758-5305,https://www.google.com/maps?cid=9802149004801648262,,https://www.google.com/search?q=%22Richter+%26+Co+Inc%22+%22450+Park+Ave%2C+New+York%2C+NY+10022%22+%22%2B1212-758-5305%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
241,eligibility_review_block:1a22ec62639a8438,3,phone_and_profile_singleton,1,NYC_NY_L,,google:cid:689736336193155396,Smile Time NY & Meikkos Juice Bar,"89-02 165th Street (Jamaica Colosseum Mall NW 22, Jamaica, NY 11432",Day spa,,+1718-880-1844,https://www.google.com/maps?cid=689736336193155396,,https://www.google.com/search?q=%22Smile+Time+NY+%26+Meikkos+Juice+Bar%22+%2289-02+165th+Street+%28Jamaica+Colosseum+Mall+NW+22%2C+Jamaica%2C+NY+11432%22+%22%2B1718-880-1844%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
242,eligibility_review_block:466e385c629f5f95,3,phone_and_profile_singleton,1,NYC_NY_L,,google:cid:726771841321324320,"Spanish American Medical Dental Society of New York, Inc.","104-01 Roosevelt Ave, Corona, NY 11368",Association / Organization,,+1718-505-2037,https://www.google.com/maps?cid=726771841321324320,,https://www.google.com/search?q=%22Spanish+American+Medical+Dental+Society+of+New+York%2C+Inc.%22+%22104-01+Roosevelt+Ave%2C+Corona%2C+NY+11368%22+%22%2B1718-505-2037%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
243,eligibility_review_block:6e5d45e8df0dc5bb,3,phone_and_profile_singleton,1,NYC_NY_L,,google:cid:10842945812211081545,Steve Taranov,"11 Broadway, New York, NY 10004",Medical clinic,,+1212-425-0505,https://www.google.com/maps?cid=10842945812211081545,,https://www.google.com/search?q=%22Steve+Taranov%22+%2211+Broadway%2C+New+York%2C+NY+10004%22+%22%2B1212-425-0505%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
244,eligibility_review_block:e04220e4e9f72fb1,3,phone_and_profile_singleton,1,NYC_NY_L,,google:cid:1252474763438112699,Uppal Rajinder MD,"16-70 Putnam Ave, Ridgewood, NY 11385",Internist,,+1718-417-7200,https://www.google.com/maps?cid=1252474763438112699,,https://www.google.com/search?q=%22Uppal+Rajinder+MD%22+%2216-70+Putnam+Ave%2C+Ridgewood%2C+NY+11385%22+%22%2B1718-417-7200%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
245,eligibility_review_block:97c82299835b1616,3,phone_and_profile_singleton,1,NYC_NY_L,,google:cid:8951881897675096385,Virtual House Call Docs NYC,"970 Park Ave Ste 1, New York, NY 10028",Medical group,,+1646-520-0628,https://www.google.com/maps?cid=8951881897675096385,,https://www.google.com/search?q=%22Virtual+House+Call+Docs+NYC%22+%22970+Park+Ave+Ste+1%2C+New+York%2C+NY+10028%22+%22%2B1646-520-0628%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
246,eligibility_review_block:34c398e95335045d,3,phone_and_profile_singleton,1,SanFrancisco_CA_L,,google:cid:11047455065508509761,Health Right 360,"1468 Carroll Ave, San Francisco, CA 94124",Medical clinic,,+1800-200-7181,https://www.google.com/maps?cid=11047455065508509761,,https://www.google.com/search?q=%22Health+Right+360%22+%221468+Carroll+Ave%2C+San+Francisco%2C+CA+94124%22+%22%2B1800-200-7181%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
